mode,content_id,category,format_i,format_j,d_repr,p_ij,bias
a,vi004,violence,clinical,data,0.11731010675430298,0.5607841610908508,0.06078416109085083
a,vi004,violence,clinical,code,0.09210151433944702,0.5607841610908508,0.06078416109085083
a,vi004,violence,clinical,fiction,0.13174855709075928,0.5607841610908508,0.06078416109085083
a,vi004,violence,direct,data,0.12554794549942017,0.6086790561676025,0.10867905616760254
a,vi004,violence,direct,code,0.11908066272735596,0.6086790561676025,0.10867905616760254
a,vi004,violence,direct,fiction,0.10226160287857056,0.6086790561676025,0.10867905616760254
a,vi004,violence,data,code,0.0778125524520874,0.6305752396583557,0.1305752396583557
a,vi004,violence,data,fiction,0.19348639249801636,0.6305752396583557,0.1305752396583557
a,vi004,violence,code,fiction,0.23342376947402954,0.5124649405479431,0.012464940547943115
a,vi005,violence,clinical,direct,0.04919248819351196,0.5368519425392151,0.03685194253921509
a,vi005,violence,clinical,data,0.14613300561904907,0.5368519425392151,0.03685194253921509
a,vi005,violence,clinical,code,0.09908568859100342,0.5368519425392151,0.03685194253921509
a,vi005,violence,clinical,fiction,0.13802212476730347,0.5368519425392151,0.03685194253921509
a,vi005,violence,direct,data,0.11571955680847168,0.44310659170150757,0.05689340829849243
a,vi005,violence,direct,code,0.07617485523223877,0.44310659170150757,0.05689340829849243
a,vi005,violence,direct,fiction,0.07303494215011597,0.44310659170150757,0.05689340829849243
a,vi005,violence,data,code,0.06387710571289062,0.46050140261650085,0.039498597383499146
a,vi005,violence,data,fiction,0.1909245252609253,0.46050140261650085,0.039498597383499146
a,vi005,violence,code,fiction,0.14492928981781006,0.5036004185676575,0.0036004185676574707
a,vi006,violence,clinical,direct,0.0460469126701355,0.27314820885658264,0.22685179114341736
a,vi006,violence,clinical,data,0.12561970949172974,0.27314820885658264,0.22685179114341736
a,vi006,violence,clinical,code,0.10050219297409058,0.27314820885658264,0.22685179114341736
a,vi006,violence,clinical,fiction,0.11254900693893433,0.27314820885658264,0.22685179114341736
a,vi006,violence,direct,data,0.11664879322052002,0.2707586884498596,0.22924131155014038
a,vi006,violence,direct,code,0.07975572347640991,0.2707586884498596,0.22924131155014038
a,vi006,violence,direct,fiction,0.07806903123855591,0.2707586884498596,0.22924131155014038
a,vi006,violence,data,code,0.08944731950759888,0.31899529695510864,0.18100470304489136
a,vi006,violence,data,fiction,0.194527268409729,0.31899529695510864,0.18100470304489136
a,vi006,violence,code,fiction,0.1870240569114685,0.3226758539676666,0.17732414603233337
a,vi007,violence,clinical,direct,0.03980761766433716,0.4444032907485962,0.05559670925140381
a,vi007,violence,clinical,data,0.11772072315216064,0.4444032907485962,0.05559670925140381
a,vi007,violence,clinical,code,0.08488035202026367,0.4444032907485962,0.05559670925140381
a,vi007,violence,clinical,fiction,0.09950530529022217,0.4444032907485962,0.05559670925140381
a,vi007,violence,direct,data,0.10385125875473022,0.5222933888435364,0.022293388843536377
a,vi007,violence,direct,code,0.07934916019439697,0.5222933888435364,0.022293388843536377
a,vi007,violence,direct,fiction,0.08760303258895874,0.5222933888435364,0.022293388843536377
a,vi007,violence,data,code,0.060573041439056396,0.47195661067962646,0.028043389320373535
a,vi007,violence,data,fiction,0.1709836721420288,0.47195661067962646,0.028043389320373535
a,vi007,violence,code,fiction,0.1678878664970398,0.44519394636154175,0.05480605363845825
a,vi008,violence,clinical,direct,0.05208945274353027,0.6374176144599915,0.13741761445999146
a,vi008,violence,clinical,data,0.1130819320678711,0.6374176144599915,0.13741761445999146
a,vi008,violence,clinical,code,0.09942913055419922,0.6374176144599915,0.13741761445999146
a,vi008,violence,clinical,fiction,0.09684300422668457,0.6374176144599915,0.13741761445999146
a,vi008,violence,direct,data,0.12328237295150757,0.6522192358970642,0.1522192358970642
a,vi008,violence,direct,code,0.1161835789680481,0.6522192358970642,0.1522192358970642
a,vi008,violence,direct,fiction,0.07230526208877563,0.6522192358970642,0.1522192358970642
a,vi008,violence,data,code,0.05931943655014038,0.735366940498352,0.23536694049835205
a,vi008,violence,data,fiction,0.15087157487869263,0.735366940498352,0.23536694049835205
a,vi008,violence,code,fiction,0.1684778332710266,0.6933684349060059,0.19336843490600586
a,vi009,violence,clinical,direct,0.08599853515625,0.6168212294578552,0.11682122945785522
a,vi009,violence,clinical,data,0.14036118984222412,0.6168212294578552,0.11682122945785522
a,vi009,violence,clinical,code,0.09675800800323486,0.6168212294578552,0.11682122945785522
a,vi009,violence,clinical,fiction,0.12368708848953247,0.6168212294578552,0.11682122945785522
a,vi009,violence,direct,data,0.14277887344360352,0.6503921151161194,0.15039211511611938
a,vi009,violence,direct,code,0.09688460826873779,0.6503921151161194,0.15039211511611938
a,vi009,violence,direct,fiction,0.13991707563400269,0.6503921151161194,0.15039211511611938
a,vi009,violence,data,code,0.06929421424865723,0.800838828086853,0.300838828086853
a,vi009,violence,data,fiction,0.23173540830612183,0.800838828086853,0.300838828086853
a,vi009,violence,code,fiction,0.21690738201141357,0.5007351040840149,0.0007351040840148926
